gvkey,cik,quarter
036190,0001781335,2020Q2
036191,0001783180,2020Q2
160211,0001286681,2020Q2
162887,0001093557,2020Q2
011376,0000105770,2020Q2
010789,0000860731,2020Q2
002220,0000012208,2020Q2
126721,0001094285,2020Q2
009846,0000827052,2020Q3
003413,0001047862,2020Q3
004503,0000034088,2020Q3
001300,0000773840,2020Q3
002991,0000093410,2020Q3
006104,0000051434,2020Q3
003897,0000936340,2020Q3
007017,0000101778,2020Q3
009850,0000092122,2020Q3
008539,0001109357,2020Q3
008810,0000788784,2020Q3
007977,0000072903,2020Q3
001440,0000004904,2020Q3
005046,0000040533,2020Q3
003144,0000021344,2020Q3
004199,0001551182,2020Q3
005047,0000040545,2020Q3
006066,0000051143,2020Q3
008479,0000077476,2020Q3
008543,0000764180,2020Q3
008549,0001163165,2020Q3
005597,0000047111,2020Q3
006502,0000056873,2020Q3
007241,0000064803,2020Q3
007163,0000064040,2020Q3
006435,0000055785,2020Q3
010983,0000101829,2020Q3
008762,0000080424,2020Q3
002817,0000018230,2020Q3
003170,0000021665,2020Q3
003835,0000315189,2020Q3
002403,0000014272,2020Q3
002285,0000012927,2020Q3
004839,0000037996,2020Q3
001078,0000001800,2020Q3
002663,0000016732,2020Q3
029830,0001732845,2020Q3
008530,0000078003,2020Q3
003532,0000024741,2020Q3
008247,0000079879,2020Q3
007435,0000066740,2020Q3
007257,0000310158,2020Q3
007585,0000068505,2020Q3
028192,0000004281,2020Q3
007366,0000065984,2020Q3
005439,0000045012,2020Q3
008099,0001031296,2020Q3
010499,0000097476,2020Q3
011465,0000106640,2020Q3
006375,0000055067,2020Q3
011636,0001770450,2020Q3
011456,0000106535,2020Q3
009667,0000089800,2020Q3
003650,0000026172,2020Q3
004321,0000032604,2020Q3
009465,0000087347,2020Q3
003121,0000021076,2020Q3
005071,0000040704,2020Q3
007881,0001164727,2020Q3
010867,0000100885,2020Q3
007154,0000063908,2020Q3
006730,0000059478,2020Q3
002111,0000010795,2020Q3
002086,0000010456,2020Q3
006266,0000200406,2020Q3
005125,0000040987,2020Q3
005606,0000047217,2020Q3
011506,0000107263,2020Q3
006078,0000051253,2020Q3
007647,0000070858,2020Q3
004517,0000753308,2020Q3
003980,0001744489,2020Q3
001447,0000004962,2020Q3
003505,0000024545,2020Q3
004093,0001326160,2020Q3
062689,0000086312,2020Q3
006742,0000059558,2020Q3
002968,0000019617,2020Q3
008007,0000072971,2020Q3
006008,0000050863,2020Q3
003813,0000027419,2020Q3
010519,0000217346,2020Q3
011060,0000103379,2020Q3
011264,0001618921,2020Q3
139665,0001059556,2020Q3
001487,0000005272,2020Q3
008253,0000075362,2020Q3
004598,0001048911,2020Q3
002574,0000277948,2020Q3
001891,0000008670,2020Q3
005256,0000277135,2020Q3
007085,0000062996,2020Q3
001722,0000007084,2020Q3
002547,0001739940,2020Q3
007923,0000702165,2020Q3
011259,0000104169,2020Q3
009778,0000091440,2020Q3
010016,0000093556,2020Q3
002435,0000014693,2020Q3
001690,0000320193,2020Q3
008068,0000797468,2020Q3
004029,0000715957,2020Q3
003362,0000023217,2020Q3
006733,0000701985,2020Q3
002136,0000732712,2020Q3
009899,0000732717,2020Q3
006829,0000060667,2020Q3
008823,0000822416,2020Q3
001380,0000004447,2020Q3
006774,0000936468,2020Q3
005518,0000046080,2020Q3
001988,0000009389,2020Q3
001209,0000002969,2020Q3
008030,0000073309,2020Q3
004145,0000031791,2020Q3
007985,0001133421,2020Q3
005742,0001130310,2020Q3
011672,0000109198,2020Q3
004058,0000029905,2020Q3
008358,0000076334,2020Q3
005878,0000049826,2020Q3
004990,0000039911,2020Q3
007228,0001613103,2020Q3
010247,0000096021,2020Q3
032106,0001701605,2020Q3
007065,0000062709,2020Q3
001913,0000008818,2020Q3
005680,0000354950,2020Q3
008245,0000713676,2020Q3
003243,0000831001,2020Q3
007906,0000320187,2020Q3
004213,0000031462,2020Q3
007875,0000814453,2020Q3
010614,0000320335,2020Q3
012142,0001341439,2020Q3
001878,0000769397,2020Q3
010860,0001002910,2020Q3
001602,0000318154,2020Q3
006136,0000051644,2020Q3
029028,0000909832,2020Q3
020779,0000858877,2020Q3
029392,0000915389,2020Q3
009783,0000091576,2020Q3
012726,0000005513,2020Q3
012141,0000789019,2020Q3
010903,0000731766,2020Q3
009882,0000092380,2020Q3
007343,0000723125,2020Q3
013714,0000813828,2020Q3
025279,0000885725,2020Q3
001704,0000006951,2020Q3
002019,0001390777,2020Q3
006781,0000060086,2020Q3
031846,0000940944,2020Q3
028349,0000899051,2020Q3
014590,0000831259,2020Q3
012124,0000895421,2020Q3
004723,0000036104,2020Q3
008455,0000922224,2020Q3
027914,0000049071,2020Q3
003231,0000028412,2020Q3
061739,0000874766,2020Q3
004640,0000035527,2020Q3
003221,0000315293,2020Q3
009203,0001024478,2020Q3
023809,0000866787,2020Q3
010530,0000097745,2020Q3
012540,0000796343,2020Q3
002751,0000721371,2020Q3
013988,0000316709,2020Q3
004423,0000033185,2020Q3
001678,0001841666,2020Q3
013341,0000080661,2020Q3
005786,0000049196,2020Q3
010035,0000093751,2020Q3
006304,0000319201,2020Q3
065417,0001041061,2020Q3
011856,0000092230,2020Q3
014824,0000020286,2020Q3
004066,0000029989,2020Q3
007982,0000073124,2020Q3
009555,0001012100,2020Q3
004885,0000038777,2020Q3
028930,0001048286,2020Q3
008272,0001032208,2020Q3
030990,0000927628,2020Q3
014477,0000823768,2020Q3
004674,0001281761,2020Q3
008402,0000723531,2020Q3
024216,0000874761,2020Q3
003735,0000313616,2020Q3
013498,0000815097,2020Q3
007171,0000927653,2020Q3
002884,0000018926,2020Q3
003439,0000811156,2020Q3
001449,0000004977,2020Q3
061591,0001002047,2020Q3
002184,0000764478,2020Q3
011228,0001396009,2020Q3
024800,0000804328,2020Q3
001075,0000764622,2020Q3
001632,0000006281,2020Q3
012138,0001113169,2020Q3
006649,0000058492,2020Q3
022325,0000743988,2020Q3
061676,0000877890,2020Q3
126554,0001090872,2020Q3
025434,0000829224,2020Q3
013646,0000098246,2020Q3
014934,0001090012,2020Q3
016478,0000821189,2020Q3
007974,0001111711,2020Q3
002312,0000315213,2020Q3
027928,0000896878,2020Q3
133768,0001099219,2020Q3
010115,0000310764,2020Q3
003062,0000723254,2020Q3
012635,0000798354,2020Q3
011687,0000109380,2020Q3
144559,0001136869,2020Q3
031673,0001140859,2020Q3
117768,0001045810,2020Q3
028733,0000906107,2020Q3
061574,0001000697,2020Q3
029389,0001063761,2020Q3
114524,0001065088,2020Q3
016721,0000712515,2020Q3
010920,0001090727,2020Q3
143356,0001137774,2020Q3
145701,0001126328,2020Q3
114628,0000886982,2020Q3
145046,0001156039,2020Q3
003226,0001166691,2020Q3
064166,0001022079,2020Q3
030490,0000922864,2020Q3
007146,0000063754,2020Q3
015855,0000849399,2020Q3
024468,0000875045,2020Q3
004699,0000036270,2020Q3
063501,0001015780,2020Q3
007637,0001792044,2020Q3
015247,0001035002,2020Q3
024856,0000882095,2020Q3
140541,0001116132,2020Q3
014960,0000920148,2020Q3
063892,0001021860,2020Q3
025340,0000882184,2020Q3
002710,0000016918,2020Q3
010793,0000100493,2020Q3
011220,0000899689,2020Q3
010096,0001393311,2020Q3
164708,0000820027,2020Q3
006669,0000920760,2020Q3
064768,0001018724,2020Q3
061567,0001001250,2020Q3
066368,0001014473,2020Q3
064925,0001037540,2020Q3
024731,0000879101,2020Q3
160329,0001652044,2020Q3
121718,0001043604,2020Q3
149070,0001156375,2020Q3
175263,0001365135,2020Q3
260774,0001138118,2020Q3
165993,0001136893,2020Q3
111864,0001058290,2020Q3
029875,0000915912,2020Q3
064891,0001037038,2020Q3
011115,0000203527,2020Q3
065609,0001043277,2020Q3
007063,0001070750,2020Q3
142953,0001103982,2020Q3
157057,0001267238,2020Q3
177376,0001393612,2020Q3
125595,0001086222,2020Q3
027965,0000827054,2020Q3
163610,0001571949,2020Q3
126296,0001324424,2020Q3
007912,0000072207,2020Q3
004494,0000746515,2020Q3
006216,0000052988,2020Q3
105365,0001053507,2020Q3
179621,0001413329,2020Q3
013125,0000765880,2020Q3
136725,0001035267,2020Q3
020548,0000858470,2020Q3
160225,0001141391,2020Q3
061483,0000927066,2020Q3
029804,0000914208,2020Q3
163946,0001324404,2020Q3
157855,0001108524,2020Q3
014225,0000815556,2020Q3
005492,0000202058,2020Q3
014359,0001038357,2020Q3
014282,0000820313,2020Q3
004108,0000030625,2020Q3
149337,0001120193,2020Q3
011550,0000783325,2020Q3
013353,0000107815,2020Q3
009777,0000091419,2020Q3
016245,0001378946,2020Q3
013700,0000818479,2020Q3
149318,0001174922,2020Q3
112168,0001060391,2020Q3
028477,0000354908,2020Q3
062374,0001020569,2020Q3
005543,0000766704,2020Q3
110179,0000740260,2020Q3
005709,0000048465,2020Q3
007970,0000072741,2020Q3
028180,0000898173,2020Q3
066446,0001050915,2020Q3
011399,0000106040,2020Q3
004510,0000037785,2020Q3
119314,0001075531,2020Q3
179534,0001403161,2020Q3
009248,0000745732,2020Q3
024925,0000882835,2020Q3
135990,0001013871,2020Q3
002176,0001067983,2020Q3
164296,0001437107,2020Q3
008151,0001039684,2020Q3
012850,0000804753,2020Q3
064410,0001170010,2020Q3
028034,0000896159,2020Q3
006268,0000833444,2020Q3
005959,0001466258,2020Q3
147579,0001065280,2020Q3
121077,0001048695,2020Q3
133366,0001099800,2020Q3
124434,0002012383,2020Q3
165914,0001058090,2020Q3
029984,0001045609,2020Q3
186989,0001510295,2020Q3
143357,0001467373,2020Q3
162129,0001285785,2020Q3
177267,0001385157,2020Q3
189491,0001524472,2020Q3
028742,0000908255,2020Q3
024782,0001585364,2020Q3
031587,0000935703,2020Q3
113490,0001051470,2020Q3
170841,0001534701,2020Q3
006310,0001506307,2020Q3
062263,0000899866,2020Q3
006565,0000707549,2020Q3
024316,0000865752,2020Q3
150937,0001137789,2020Q3
294524,0001489393,2020Q3
008463,0000077360,2020Q3
004016,0000029534,2020Q3
141459,0001121788,2020Q3
118122,0001521332,2020Q3
016101,0001551152,2020Q3
008551,0000078239,2020Q3
023812,0000872589,2020Q3
006335,0000054480,2020Q3
005073,0001467858,2020Q3
013721,0001555280,2020Q3
018043,0001564708,2020Q3
100873,0001492633,2020Q3
003851,0000027904,2020Q3
024344,0000875320,2020Q3
001598,0001037868,2020Q3
316056,0001579241,2020Q3
170617,0001326801,2020Q3
025119,0000851968,2020Q3
029736,0000916365,2020Q3
030293,0000920522,2020Q3
165052,0001336917,2020Q3
180711,0001730168,2020Q3
029733,0000916076,2020Q3
011032,0000352915,2020Q3
066065,0001067701,2020Q3
028191,0000884887,2020Q3
022260,0000860730,2020Q3
001327,0000004127,2020Q3
061494,0001000228,2020Q3
001045,0000006201,2020Q3
138743,0001101239,2020Q3
175319,0001359841,2020Q3
065290,0001040971,2020Q3
030822,0000726728,2020Q3
064853,0001604778,2020Q3
005783,0000728535,2020Q3
005568,0001637459,2020Q3
145977,0001158449,2020Q3
024616,0001633917,2020Q3
180405,0000718877,2020Q3
010795,0000100517,2020Q3
180652,0001442145,2020Q3
026156,0001645590,2020Q3
020686,0001601712,2020Q3
138205,0001110803,2020Q3
003026,0000313927,2020Q3
144009,0001140536,2020Q3
160479,0001289490,2020Q3
004605,0000034903,2020Q3
021825,0000759944,2020Q3
177884,0001358071,2020Q3
179437,0001410636,2020Q3
010894,0000074208,2020Q3
020904,0000859737,2020Q3
145552,0001071739,2020Q3
178704,0001403568,2020Q3
141913,0001123360,2020Q3
001230,0000766421,2020Q3
160991,0001297996,2020Q3
155394,0001065696,2020Q3
004973,0000354190,2020Q3
148349,0001260221,2020Q3
188255,0001519751,2020Q3
029751,0000915913,2020Q3
011554,0000352541,2020Q3
026590,0001659166,2020Q3
065772,0001037646,2020Q3
126136,0001091667,2020Q3
003504,0000711404,2020Q3
029649,0000912595,2020Q3
024197,0000874716,2020Q3
030923,0001681459,2020Q3
029127,0000879169,2020Q3
184500,0001374310,2020Q3
029099,0000910606,2020Q3
060900,0001001082,2020Q3
024975,0000883241,2020Q3
008898,0000720005,2020Q3
064821,0001035443,2020Q3
001161,0000002488,2020Q3
003336,0001688568,2020Q3
012441,0000749251,2020Q3
162906,0001598014,2020Q3
061388,0001095073,2020Q3
005643,0001585689,2020Q3
063080,0001013462,2020Q3
141384,0001097149,2020Q3
031887,0000943819,2020Q3
009771,0000091142,2020Q3
128978,0000075677,2020Q3
014418,0000789570,2020Q3
013510,0000783280,2020Q3
017928,0001478242,2020Q3
121382,0001034054,2020Q3
004060,0001666700,2020Q3
013421,0000813672,2020Q3
104432,0001513761,2020Q3
186310,0001501585,2020Q3
175955,0001111928,2020Q3
017120,0000719739,2020Q3
064630,0000946581,2020Q3
178507,0001408198,2020Q3
013619,0000815094,2020Q3
006338,0001711269,2020Q3
018872,0001418091,2020Q3
176928,0001383312,2020Q3
005667,0001915657,2020Q3
184700,0001175454,2020Q3
029901,0000900075,2020Q3
020748,0001596532,2020Q3
009225,0000084839,2020Q3
183377,0001262039,2020Q3
025124,0001707925,2020Q3
020232,0001601046,2020Q3
011811,0000779152,2020Q3
170750,0001539838,2020Q3
014256,0000743316,2020Q3
028790,0001679273,2020Q3
162254,0001306830,2020Q3
014275,0001132979,2020Q3
010407,0000096943,2020Q3
004383,0000731802,2020Q3
060979,0000943452,2020Q3
034636,0001754301,2020Q3
034443,0001751788,2020Q3
035168,0001755672,2020Q3
100243,0001748790,2020Q3
158742,0001278021,2020Q3
017874,0001283699,2020Q3
015267,0000832101,2020Q3
165123,0001336920,2020Q3
028320,0001402057,2020Q3
012459,0000906163,2020Q3
161844,0001300514,2020Q3
171007,0001373715,2020Q3
014822,0000011544,2020Q3
024617,0000878927,2020Q3
025313,0001757898,2020Q3
165746,0001335258,2020Q3
024405,0000877212,2020Q3
020116,0001590955,2020Q3
030098,0001699150,2020Q3
036190,0001781335,2020Q3
036191,0001783180,2020Q3
160211,0001286681,2020Q3
162887,0001093557,2020Q3
011376,0000105770,2020Q3
010789,0000860731,2020Q3
002220,0000012208,2020Q3
126721,0001094285,2020Q3
023238,0001370637,2020Q3
020228,0001596783,2020Q3
010453,0000097210,2020Q3
009846,0000827052,2020Q4
003413,0001047862,2020Q4
004503,0000034088,2020Q4
001300,0000773840,2020Q4
002991,0000093410,2020Q4
006104,0000051434,2020Q4
003897,0000936340,2020Q4
007017,0000101778,2020Q4
009850,0000092122,2020Q4
008539,0001109357,2020Q4
008810,0000788784,2020Q4
007977,0000072903,2020Q4
001440,0000004904,2020Q4
005046,0000040533,2020Q4
003144,0000021344,2020Q4
004199,0001551182,2020Q4
005047,0000040545,2020Q4
006066,0000051143,2020Q4
008479,0000077476,2020Q4
008543,0000764180,2020Q4
008549,0001163165,2020Q4
005597,0000047111,2020Q4
006502,0000056873,2020Q4
007241,0000064803,2020Q4
007163,0000064040,2020Q4
006435,0000055785,2020Q4
010983,0000101829,2020Q4
008762,0000080424,2020Q4
002817,0000018230,2020Q4
003170,0000021665,2020Q4
003835,0000315189,2020Q4
002403,0000014272,2020Q4
002285,0000012927,2020Q4
004839,0000037996,2020Q4
001078,0000001800,2020Q4
002663,0000016732,2020Q4
029830,0001732845,2020Q4
008530,0000078003,2020Q4
003532,0000024741,2020Q4
008247,0000079879,2020Q4
007435,0000066740,2020Q4
007257,0000310158,2020Q4
007585,0000068505,2020Q4
028192,0000004281,2020Q4
007366,0000065984,2020Q4
005439,0000045012,2020Q4
008099,0001031296,2020Q4
010499,0000097476,2020Q4
011465,0000106640,2020Q4
006375,0000055067,2020Q4
011636,0001770450,2020Q4
011456,0000106535,2020Q4
009667,0000089800,2020Q4
003650,0000026172,2020Q4
004321,0000032604,2020Q4
009465,0000087347,2020Q4
003121,0000021076,2020Q4
005071,0000040704,2020Q4
007881,0001164727,2020Q4
010867,0000100885,2020Q4
007154,0000063908,2020Q4
006730,0000059478,2020Q4
002111,0000010795,2020Q4
002086,0000010456,2020Q4
006266,0000200406,2020Q4
005125,0000040987,2020Q4
005606,0000047217,2020Q4
011506,0000107263,2020Q4
006078,0000051253,2020Q4
007647,0000070858,2020Q4
004517,0000753308,2020Q4
003980,0001744489,2020Q4
001447,0000004962,2020Q4
003505,0000024545,2020Q4
004093,0001326160,2020Q4
062689,0000086312,2020Q4
006742,0000059558,2020Q4
002968,0000019617,2020Q4
008007,0000072971,2020Q4
006008,0000050863,2020Q4
003813,0000027419,2020Q4
010519,0000217346,2020Q4
011060,0000103379,2020Q4
011264,0001618921,2020Q4
139665,0001059556,2020Q4
001487,0000005272,2020Q4
008253,0000075362,2020Q4
004598,0001048911,2020Q4
002574,0000277948,2020Q4
001891,0000008670,2020Q4
005256,0000277135,2020Q4
007085,0000062996,2020Q4
001722,0000007084,2020Q4
002547,0001739940,2020Q4
007923,0000702165,2020Q4
011259,0000104169,2020Q4
009778,0000091440,2020Q4
010016,0000093556,2020Q4
002435,0000014693,2020Q4
001690,0000320193,2020Q4
008068,0000797468,2020Q4
004029,0000715957,2020Q4
003362,0000023217,2020Q4
006733,0000701985,2020Q4
002136,0000732712,2020Q4
009899,0000732717,2020Q4
006829,0000060667,2020Q4
008823,0000822416,2020Q4
001380,0000004447,2020Q4
006774,0000936468,2020Q4
005518,0000046080,2020Q4
001988,0000009389,2020Q4
001209,0000002969,2020Q4
008030,0000073309,2020Q4
004145,0000031791,2020Q4
007985,0001133421,2020Q4
005742,0001130310,2020Q4
011672,0000109198,2020Q4
004058,0000029905,2020Q4
008358,0000076334,2020Q4
005878,0000049826,2020Q4
004990,0000039911,2020Q4
007228,0001613103,2020Q4
010247,0000096021,2020Q4
032106,0001701605,2020Q4
007065,0000062709,2020Q4
001913,0000008818,2020Q4
005680,0000354950,2020Q4
008245,0000713676,2020Q4
003243,0000831001,2020Q4
007906,0000320187,2020Q4
004213,0000031462,2020Q4
007875,0000814453,2020Q4
010614,0000320335,2020Q4
012142,0001341439,2020Q4
001878,0000769397,2020Q4
010860,0001002910,2020Q4
001602,0000318154,2020Q4
006136,0000051644,2020Q4
029028,0000909832,2020Q4
020779,0000858877,2020Q4
029392,0000915389,2020Q4
009783,0000091576,2020Q4
012726,0000005513,2020Q4
012141,0000789019,2020Q4
010903,0000731766,2020Q4
009882,0000092380,2020Q4
007343,0000723125,2020Q4
013714,0000813828,2020Q4
025279,0000885725,2020Q4
001704,0000006951,2020Q4
002019,0001390777,2020Q4
006781,0000060086,2020Q4
031846,0000940944,2020Q4
028349,0000899051,2020Q4
014590,0000831259,2020Q4
012124,0000895421,2020Q4
004723,0000036104,2020Q4
008455,0000922224,2020Q4
027914,0000049071,2020Q4
003231,0000028412,2020Q4
061739,0000874766,2020Q4
004640,0000035527,2020Q4
003221,0000315293,2020Q4
009203,0001024478,2020Q4
023809,0000866787,2020Q4
010530,0000097745,2020Q4
012540,0000796343,2020Q4
002751,0000721371,2020Q4
013988,0000316709,2020Q4
004423,0000033185,2020Q4
001678,0001841666,2020Q4
013341,0000080661,2020Q4
005786,0000049196,2020Q4
010035,0000093751,2020Q4
006304,0000319201,2020Q4
065417,0001041061,2020Q4
011856,0000092230,2020Q4
014824,0000020286,2020Q4
004066,0000029989,2020Q4
007982,0000073124,2020Q4
009555,0001012100,2020Q4
004885,0000038777,2020Q4
028930,0001048286,2020Q4
008272,0001032208,2020Q4
030990,0000927628,2020Q4
014477,0000823768,2020Q4
004674,0001281761,2020Q4
008402,0000723531,2020Q4
024216,0000874761,2020Q4
003735,0000313616,2020Q4
013498,0000815097,2020Q4
007171,0000927653,2020Q4
002884,0000018926,2020Q4
003439,0000811156,2020Q4
001449,0000004977,2020Q4
061591,0001002047,2020Q4
002184,0000764478,2020Q4
011228,0001396009,2020Q4
024800,0000804328,2020Q4
001075,0000764622,2020Q4
001632,0000006281,2020Q4
012138,0001113169,2020Q4
006649,0000058492,2020Q4
022325,0000743988,2020Q4
061676,0000877890,2020Q4
126554,0001090872,2020Q4
025434,0000829224,2020Q4
013646,0000098246,2020Q4
014934,0001090012,2020Q4
016478,0000821189,2020Q4
007974,0001111711,2020Q4
002312,0000315213,2020Q4
027928,0000896878,2020Q4
133768,0001099219,2020Q4
010115,0000310764,2020Q4
003062,0000723254,2020Q4
012635,0000798354,2020Q4
011687,0000109380,2020Q4
144559,0001136869,2020Q4
031673,0001140859,2020Q4
117768,0001045810,2020Q4
028733,0000906107,2020Q4
061574,0001000697,2020Q4
029389,0001063761,2020Q4
114524,0001065088,2020Q4
016721,0000712515,2020Q4
010920,0001090727,2020Q4
143356,0001137774,2020Q4
145701,0001126328,2020Q4
114628,0000886982,2020Q4
145046,0001156039,2020Q4
003226,0001166691,2020Q4
064166,0001022079,2020Q4
007146,0000063754,2020Q4
015855,0000849399,2020Q4
024468,0000875045,2020Q4
004699,0000036270,2020Q4
015247,0001035002,2020Q4
024856,0000882095,2020Q4
140541,0001116132,2020Q4
014960,0000920148,2020Q4
063892,0001021860,2020Q4
025340,0000882184,2020Q4
002710,0000016918,2020Q4
010793,0000100493,2020Q4
011220,0000899689,2020Q4
010096,0001393311,2020Q4
164708,0000820027,2020Q4
006669,0000920760,2020Q4
064768,0001018724,2020Q4
061567,0001001250,2020Q4
066368,0001014473,2020Q4
064925,0001037540,2020Q4
024731,0000879101,2020Q4
160329,0001652044,2020Q4
121718,0001043604,2020Q4
149070,0001156375,2020Q4
175263,0001365135,2020Q4
260774,0001138118,2020Q4
165993,0001136893,2020Q4
111864,0001058290,2020Q4
029875,0000915912,2020Q4
064891,0001037038,2020Q4
011115,0000203527,2020Q4
065609,0001043277,2020Q4
007063,0001070750,2020Q4
142953,0001103982,2020Q4
157057,0001267238,2020Q4
177376,0001393612,2020Q4
125595,0001086222,2020Q4
027965,0000827054,2020Q4
163610,0001571949,2020Q4
126296,0001324424,2020Q4
004494,0000746515,2020Q4
006216,0000052988,2020Q4
105365,0001053507,2020Q4
179621,0001413329,2020Q4
013125,0000765880,2020Q4
136725,0001035267,2020Q4
020548,0000858470,2020Q4
160225,0001141391,2020Q4
061483,0000927066,2020Q4
029804,0000914208,2020Q4
163946,0001324404,2020Q4
157855,0001108524,2020Q4
014225,0000815556,2020Q4
005492,0000202058,2020Q4
014359,0001038357,2020Q4
014282,0000820313,2020Q4
004108,0000030625,2020Q4
149337,0001120193,2020Q4
011550,0000783325,2020Q4
013353,0000107815,2020Q4
009777,0000091419,2020Q4
016245,0001378946,2020Q4
013700,0000818479,2020Q4
